block_number,pair_address,token0,token1,creator_address,liquidity_eth,is_locked,has_mint_function,creator_funded_by_tornado,status,drop_percent
18000190,0x77013c1dfd29c5c5e07aba2eb7eb793384758add,0xe5a9f359e431c78739f74c03d8f1f891e0e643a6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfaf35744f35d4bef60a5b2f31663e4add919de1f,4.45,True,True,False,RUG,-86.84
18000191,0x14b6bc2c7e1dcce713cf4019f5d469fc75a847c9,0x817390f8c4f7b09e5685ffc1f9668fb09146fc23,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x04ff80977048015e29491ebd0996112ae280bd9d,4.21,False,True,True,RUG,-81.6
18000192,0x58adbeaf755168be1fd25e7d29a99187b1bf8e8a,0x48e5bccfb4673258af1176779dde63ce33e05fe9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6bc448c6b92b114befd5f2265852c5f325dff949,3.46,False,False,True,RUG,-90.19
18000193,0x4d39a7a6069603ff5d5429cdb77d63319d49dcd5,0x94f602bbc0455c166206d084f919183fe2eb2761,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x12808ececf4c57896843801b37b4b7eaedecd91e,2.6,False,False,True,RUG,-87.34
18000194,0xb669e7aaca1e99d65fba1eef9f19654f228ece99,0xaab0b2c248bbc76b49367685f5b1660f5c98b495,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4e19a57a59b92f56c15e1fca10ee5b0632e168b3,1.24,True,True,False,RUG,-93.79
18000195,0x617fae1c5bc8cbbba72f859defdd3dc39e1d99a0,0x08d4c8345d0d5ce77760a51f7ce852b0ef0d9db8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2b078c8b1fca29518c5a72647afba533cd499a65,61.34,True,True,False,SAFE,16.9
18000196,0x9488d4604ca691e53a5785d746bd468b02cf2f12,0x9869f91eb6b5f4203282402fbb5394cf58692299,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xb9a53553859b5ebd44be07bd90dde7dc80df41e7,51.36,True,False,False,SAFE,43.19
18000197,0x04ac8ec4ca97ce80fac1284f49499044805f98d2,0x265cf3e8ef46c25081000d1690e1ff382444b8a7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa0757ea9e4be3d3df02041b279ac1ae64f445bd1,4.29,True,True,True,RUG,-89.08
18000198,0x319e6dfe0ba0832b5a3a7ae08bcb27e88e52b68b,0x1d0beec577eed15036071d15f2f638bc1625e631,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x53013e6569c9f9857f8b63547ae7c76d9ce33470,4.71,True,True,False,RUG,-97.98
18000199,0x8fd464390b4fcafb219092a345d62e7160898f18,0x78ca11bff584296e402d92032ab662196b05318f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4293b0ebc1a538d47b802c07b65216d2e748a7f1,2.38,False,False,False,RUG,-85.54
18000200,0x9098d02cc245c3af61f9be4b578b12271a181b27,0x8e09c9459b29db89fa9254774120f5a3046f43f3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1482506f64eff1e1562c6e32de3006079cc00569,4.54,True,True,True,RUG,-83.49
18000201,0x5044d1cada3519d14c3a14de7cb6e40a04ad66b6,0xc3da59e249c594e4a9d9393cd5f9fefceda8dbb3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfaba165e901dde44e204982dae524aff6953d6dc,3.94,True,False,True,RUG,-94.5
18000202,0xfbc9635ee3051751bf3e818e63fc7a9342d8fe12,0xe414627ccbe61a32b162467bf07c45969283ef42,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf6655cac7ef8e0a3accf663d46fe56a6c29b45e0,2.45,False,True,False,RUG,-81.88
18000203,0xb552b4c409b792598986bbeac328de871d666aff,0x34e26953b5e17e2f08898605d0fd02c202cb4318,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xcf237a4a68c9332b5535a182ab84af9cdb6b8cd7,4.1,False,True,False,RUG,-89.15
18000204,0x82a7557709273475835de4516af434b752e32e9d,0x2b23673fa7ddd94cb8b245179ece21523105d931,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd169ff3bd07aa10b446248e286021ee2ecfab229,45.14,True,False,False,SAFE,-9.68
18000205,0x5005544e43dd608d4640ac261565c1ccea1d9f81,0x9fc2bae2e45ff2c705181de9d997b3a1fb600d2d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3e01a6b7d17ecb55a931b17bbb83f83c465126ca,9.16,True,False,False,SAFE,38.99
18000206,0x5c8add1810ce6cf27b34b126d6edd16433aba64d,0xcad8bf6132c3ff16e67f15507e5462fafd866f0b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x8f3885ae8e946db0c76992eb36f8767843a0ef2c,55.61,True,False,False,SAFE,-13.96
18000207,0xf4aeac12df2654dc7fbd2d16f5b3233e31103e41,0x5a90f439b9ff0a2e283f7e2bfa51e8c54705b643,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x60d5e89064795626a44b1af664f7d637f0929106,1.86,False,True,False,RUG,-83.74
18000208,0xe8a89a4325b2100949caaf44d3e56ee9ffb21d1d,0x0d8d3113570285aef5a533595475e85ad035604e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc1f651404b4204d873c232475bf440f61f02895d,2.14,False,False,False,RUG,-90.51
18000209,0x867730eb77315fd2aab1a1484fb8359a1525e3db,0x6bd097c6ac5a03c1a4b0df4fad22afc7180928f4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x929a7e92bfb7a5637d499c04aff585ce9686715c,3.51,True,False,True,RUG,-88.08
18000210,0x8a0b91014c2ca8440a6d52d6d4debc78234f79c9,0x324ad0aba7078bc514662cd3a0b32d5bef95c4fb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x99e46ab477bafb2cc3cb308d4325146ce024cebf,1.19,False,False,True,RUG,-99.2
18000211,0xab09ecdf4a4815369f5b0fb54d58b33b122065a5,0xbacb468fde5f4e1c9d4ffd85b885ad90655a01ca,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x07001d4baf100e7194efe762e25037aa13294188,51.17,True,False,True,SAFE,-8.94
18000212,0x8389a71ca3154931ab48867e4dcec7af2c24c3d2,0x96560192457de49a9826475e92a925a30465e34c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe7bede042bfc76cd4a1151ce11e437e68288285c,3.62,True,False,True,RUG,-86.73
18000213,0x91c8eae2d10bd599795b3ba781b9f1e766c6d9a5,0x1a0e001c5e20471b3922a894d8171148c62f833f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x9b93e50d322b4fb0c06790c6e3d7d8d55dcc1505,3.56,False,False,False,RUG,-99.23
18000214,0x5b412a161569b538052c26768f3b07388b20e3fb,0x47f11e7d1bbaf61a452fc35c5b532d7261deb7a4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2ad0c63a14d2202d1c37b0b463c04fe04ecb622a,31.3,True,False,False,SAFE,-16.68
18000215,0x5896b2058b79040a7e8bcc06d3bd1bed7d3a19bf,0xdd6c4cd935cbef10d4357df9771a9b971b5cbc71,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x39dfb92363dfc33fab8fb01dd960ad6edeb8d5dc,0.81,True,True,True,RUG,-94.54
18000216,0x8ab74148ee12fcb3bc7f4fde06fbb9b39f91377f,0x87b7cd9c945a45e30630829d152e0bf453fdae99,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x00038fdab5fa4d4eca67a39a0407674ec6c4c3bb,4.25,True,True,True,RUG,-95.31
18000217,0xfe58136c13eb8a933714420a4e7a476684898d3d,0x8f9ca21d9094edf4f7ef1e3fab99293aed03f91e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xcdcea60ffe17f6e3f9e6579528dcc03ab914d0f8,55.12,True,False,False,SAFE,42.57
18000218,0xe5740ad7f76711a263c66aa18c66d96e724561a5,0xd03b2737a719acc23507d86aa053f63dbfe6ae90,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2e50a68ff478f9a7383aa67df9d6db97800b10d2,12.41,True,False,False,SAFE,33.09
18000219,0xbe658686685debd7f970e202358ebbb95ef7d84c,0x691890011ec29831ee0e06e62fc6456a896ec28d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa27fab372cf4a98a6cd3f87a7a81b2eea2a000c5,4.48,False,False,True,RUG,-88.87
18000220,0x0ceca12d881f717756d71c636367304c33bb0ad8,0x5eba90dfce36b9eaea7307e40fbf3f8f34793fd5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3fa780d5f80f0159dd6aff97a6b1a742de5f3f7b,1.81,False,True,True,RUG,-81.99
18000221,0x33105a8ee1525001f8087e64d18c67068e76f655,0x5836e00785cdf453d04c0c609f186a9b26a7247e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfb882865e11b86f98539a619a6e9e730575971e9,80.94,True,True,False,SAFE,47.16
18000222,0x688019c88ea177a287383dc100a767ae97498298,0x766a9fee1820d28634f80f73d6a18c9b5bb10cfb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x9c91c13f1d86567eb83093dba22ba0a330678fb5,4.03,False,True,True,RUG,-83.57
18000223,0x6425f0c79f42898bb06fe7498db63dd0cb7b9455,0x09c307105b7015c726c2ec8a6d112f8afd0edaeb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xb26bc2114818d5330aa818a6fdc696a014eda603,1.04,True,True,True,RUG,-91.17
18000224,0x0cfc74ef0b36fa1ab54ac9b60bb88f90ff970042,0xd85b11fb45e87d33ed3a1be7e62eee27443a67ec,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x63d871bc509735dad6d7ff2689360c0bb865d146,39.79,True,False,True,SAFE,15.29
18000225,0x3e214120bf266bdeae7cbf1539c69215a280988f,0x593821751bdbe3742368ef17fefe27a8eeaae804,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe6f39899a72dd56b7e4716ee951f538ee5d22ac7,2.94,False,True,True,RUG,-94.38
18000226,0x84df370c8f7014c809af958c2b8e3108c5a45fcc,0x2effe78d9f0eface2b1bb3c2a869f34b98331b1b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd5f59901004de384b94973ee2e3642f3044fcd23,3.49,False,True,True,RUG,-88.64
18000227,0x00ddfc7f00b3ff8f377371e5dca6c6872ed05fd8,0x5c24f4283f42961f93e62eaa62819e168a3b070d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4b36ba5aba2457d5dcbc1228360054b59ce58b2f,3.61,False,False,False,RUG,-92.09
18000228,0xc8b9838f491d1218b43c7367e4e2c57cda5448ad,0xfd15a7c69fe17f7564433d715d3ef45676787869,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe8e9869483e8f796260fba1cd6a7d1b339eeb381,0.53,False,False,False,RUG,-84.08
18000229,0x6ab731c8e6f83e5a58da61cf4ed5a20bfc572c16,0x270c4c086936e9304049a26e44ec8444f3870bf2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf57f7113065b8443e23ade21dfc091a665a3efbc,3.22,False,True,True,RUG,-80.6
18000230,0x977de27f6eb6e2327180f98100997f66d273d30b,0x373e1155e2ab3d785fd9fde5b7d8666009158381,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x392f14ae93d13023114a14df2cab78083e2416a6,3.74,False,False,True,RUG,-84.2
18000231,0x46c6f73f86cfc6dea57f0dac3d564982dfdacde8,0x18df419da1d4f634589c716500fc98537312c5ff,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe95d957b0a7878887a2ec7f3cf9e8ad3f778ab52,78.14,True,False,False,SAFE,43.43
18000232,0xf95a9eb450099b38407679f5a548e7916c59ca76,0x915d583572a96c0ad58d7ffe8391b46e178c9dc1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xb0deb3ddf5cf9a3858b774d82972e7114ff7709d,86.87,True,False,False,SAFE,30.01
18000233,0xfb718180480d69bed97ea541395b2e62cfeffcd5,0xca37a960e378933ca070f0b3c135a56f5479a1aa,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe687d39cadfcb12dc9e84c046f5c1c5705cad17c,2.76,True,True,False,RUG,-94.28
18000234,0x67cde6b565495bb64623937bd9543f95acfbd06e,0x249e423ec18bf55f8fef6eb5b53cefcfd628ede0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd90a7e0c2f271646e7aae6efa17709a38d4082e4,4.24,True,False,True,RUG,-82.12
18000235,0x502f2ac435b9f03a1c4eb5e07264e57e1dd56805,0xddb34909991f8d1972d3faee77be92fec31cd812,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xbd8111d8cd79b89e40c340ee18aaffbc7e1c62ad,3.4,True,True,True,RUG,-97.11
18000236,0x69aa07aca44a99fbd4b2bcbe916f1675db693e05,0x95031c73b691acd8e18de642f50eb052d3fead3f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x8b2e5d8ea266fc5c534585a5fc02bc60268ae8a1,0.26,False,False,True,RUG,-91.89
18000237,0x8b03183f6f7b90c149b3e677f54fc0750278f9e1,0xa7cc715c489bde4ced998dae28a0be7f281b87ec,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xab7f269fdabb60749bf56818adcb08b967041fda,4.26,False,False,False,RUG,-82.37
18000238,0x1e7586ed73761037a51c835c757d80af4bc11c26,0x35e0e78f85d1b2302f54b471804c3c598f92d152,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xda95ec0e423874e0e3b45b2175159f5bef4a53b8,4.93,False,True,True,RUG,-95.59
18000239,0x27c61bb75fea75bfe9b5c5bad5bb3da36cfd0e8e,0x5345acd4d73c3d7f7c0436955ab830d2d437478f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2b049f6d43ebcd4332f03a99c0b83de2c82a9d4d,0.48,False,False,False,RUG,-95.52
18000240,0xb3e3763dbe60184c609b5bd61b557264b989d9b2,0xa549533b0f7879b0c3f75256ee834ebf00b7c5e8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1db36ed7a6d5aaf4eb1e427dffd17145e34ad565,4.82,False,True,True,RUG,-84.48
18000241,0xfc01183394fd851c5c6bb893ca9439b8f22ab480,0x53baddc2956a93b3b8bcdab99997f9de38ff3168,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2c41be8681ff063ff4ab94202c1d84bc991c2bff,4.44,False,True,False,RUG,-91.08
18000242,0x0527147c4cc837577697256d4d12b75c0ca5241d,0xd82c3e7ca4c2714637abf6e31a81b809ecd0fbb8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x8f4a6900062b8bdd92875edad871aa0e063aa4fa,2.86,True,True,False,RUG,-93.2
18000243,0x10edb663ef34d0aa9127d83d65d06bd054ebadfc,0x8e177ba02f939606c7c7e886f0de87e1bce3b839,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x9cfc4594446da9af92d9db370a24047f43ec8ae6,3.45,False,False,True,RUG,-86.94
18000244,0xf31cd6dddfdf8ec0caa18cd15d3314f85530bef0,0x49e7d5d46751febce4ced2008ab8a6a57235672c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa4b5962a0318ff73e20ce8eeaf48eb1c95ea90bb,0.89,False,False,True,RUG,-87.75
18000245,0x701d0c1db5c93b588fc85b74ce0e4f91f9b6b46c,0x22f77455275d14c3378f1e6a5973117d956de583,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x03a398f39499aea1eac21a94c6f0e53cb15cb049,1.96,False,False,True,RUG,-83.33
18000246,0xed42250bfd562e279dfac83e9817f02cc9018e3b,0x14e9e47ce1197b1b7934f3c52f71c164c4b87c94,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe4f814c583f31beecb5efcdc406df00cc5546974,0.5,False,False,False,RUG,-97.62
18000247,0x054545a854675819c690004de849281d4c5c6a90,0x0ef3d447d66146729a6dae2f7498688cebfbfb2f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2a3e012fa335606be18cc559e80b36d56f3a7b82,2.9,False,True,True,RUG,-92.61
18000248,0xb48f723e64abf9ee1582780143f3583b70906fa9,0xcc7f939f23a23c6db0aaac03c0ffd96ece6ec0d3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x28d923b9198785dbdc1bdb51048bef7948f3fe86,2.35,False,True,True,RUG,-97.83
18000249,0x44bce7d820223ffb3b0f14d2535de8bacd806910,0x776b5022980ff1c68059707de755e6664237925f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x33e1312ed283720b20bcce9f9169102e17b9f96b,18.11,True,True,False,SAFE,12.27
18000250,0x17f2f2eb0b154e2420c61bac82f8cc953118cf98,0x37c8ed84e6755ff261ca701805b8c3b24b26bee1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xb601ab3981d8152aa687bfb0c6f8dcc72ead7a42,0.79,False,True,False,RUG,-82.69
18000251,0x9f3b876b25b22e7c53eba7bc52824e76ead937ee,0x983c65144aba214ebfaed3ea386062a84d5af497,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x8e8483d9a89961d67a96fec4e2f1e4eb84c2186a,87.77,True,False,False,SAFE,6.68
18000252,0x3a3ccd5c6e3457ae06c5b993e2f59fb417dd3d6f,0x75e11a2410880b44c89a51fbbf67c3aa3471cdce,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7c90d56183377db98b61420b8c50aa751ac52a83,2.46,False,True,True,RUG,-81.49
18000253,0xd1cec2bf5d7e80c4b614fc53712f877f455af8fc,0xac4fef97cff40519ec4e27905fe445e9882f1f8d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x68b3bd1532c5ef8e9ba6a8c731f479adeff2106a,93.62,True,False,False,SAFE,-11.43
18000254,0x6f59b2c11fd19783b02b4260c3b1ff31bd1423b1,0x98542ae672dd439fea0f8c1707f7908c6c2a64b0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x8d05b92e5f97e090d4694ac37e49fb84c7be0004,1.79,True,False,False,RUG,-84.54
18000255,0xc3d90cdaebf5d885002abcab515b02aabb99dd09,0x29c4258061b848f6e93f25c2ac819d70bfbc1f99,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6fb26f883e9075311671b2594b32f129b53cab50,4.67,False,False,True,RUG,-93.97
18000256,0x4936da5e3df2ac3a2be0739dd57e2e222e053c80,0x390f310f5905cbd3ce2401751d455cc56d86f3c0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x8a901d4552626292a56b900c03397bf6186c408d,3.63,False,True,True,RUG,-83.61
18000257,0xebd1f294400f6f517dbe9be8f262424cf9787f7a,0xf17017e0cda21b09e59ed5973921ac4a82c8504e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x5a8f9195563c61812c894d73562bd28b9be8d377,61.31,True,False,False,SAFE,7.9
18000258,0xd1659275aa219d80201262e9f0099ebd3a3dea79,0x68eadc91543bb3ee80ff0022457578e9541c208e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x624429238d5de374e2e7f608057ec093863af931,0.48,False,True,False,RUG,-99.61
18000259,0x16a654963caf0662d1a89e2f7b8664ca2933d570,0x289041f721412c684014b676300c7262ca31e6f2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf80f5bdc50aed334378c0c781d3243ff7791a890,3.42,False,True,True,RUG,-80.93
18000260,0x76f6c1359a70afdc9c16f651c3bd3d7817e3201e,0x0dcdd702a088a6657499a536ab3d78fe059bfabf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd84cff1ae7b7978e8ed2c98b6d093976783c8960,17.73,True,False,False,SAFE,18.71
18000261,0x70c12f073790e2fd0639d4b01ca916d69a837dc1,0x17f092a1ebc0a7284d3ec60f487f92c3b9ea0270,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x85340bb2a5cc2df8b1bbb24f999f3bc4015be1c0,3.02,True,True,True,RUG,-91.35
18000262,0xd02173b0285fa0244c641f0a98d17c40bce2e0db,0xa026d5991760894cf89af78c13ac72b15fb3e057,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x5c7af149f948755093b1671669e5bfcf4f58b011,2.27,False,False,True,RUG,-80.42
18000263,0x9420addac7525bda7e642558a0b59558c0c80ec6,0xb477f525c0b3943d175b26bee403dc7d8a481d94,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x0900e3f679e7a7328e434ef786d56b5c0c150d15,2.65,False,True,True,RUG,-91.29
18000264,0x4d57dd1b9e564b8994c45d8670c75de365b70ed8,0xde3295f7e56be2d4ba92755888640273835d8bc5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7109d3135afd733deffdd1aa827def1806ddf7df,1.11,False,True,True,RUG,-84.03
18000265,0xdaa00cb9000703f0a26b5c736f7a3bb23dc672ca,0xdf5671fbc6cf1004ae8ef8cc65e8dedc94a18b94,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x867515bb59d6bb0e77bbc1c836b23d3edca4f136,66.57,True,False,False,SAFE,-7.39
18000266,0x43e3a496fcfb5a4a4967598300372a90a9f90bb6,0x9c76b5e2ae1d50c709f371fe97657df5335b0542,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x8f121f973d9404b78432a4ef87ecbf44dc476d2b,4.15,True,False,False,RUG,-98.29
18000267,0xc40731a4137c9a2645e0549ee74fb64c6e9860b9,0x74f20f9ac59304044633b607588cca31e71c0400,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x94e51acb70ebd1f936c9d3ea03ff85f3a68e10c0,0.42,False,True,True,RUG,-94.38
18000268,0xe3ca2ad24499aa2645acd12a9b175729b84e7f9f,0xc0d4b21b71c64530985ca3b796f8e9508b1d4f35,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd62a3b0b504e9871ec82a7150574eef30aba52f3,48.45,True,True,False,SAFE,35.98
18000269,0xf10c83555aeef63b2ccd4d05f30bc358485de978,0x5145fd3b818dde56ff0137b6e7c2ed8e309276b9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa12423a34a6b85f1cb7cc93a64766ca9038a038c,26.23,True,False,True,SAFE,-13.46
18000270,0x222e07fc354c48f714830d9da7f5a73a620fdaaf,0x9429c4c3cb310e781fdc21428d6df1fbdbbb865a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa596df4670633f6bb849bd9a02cffd1a6aad41a7,1.6,False,True,True,RUG,-97.27
18000271,0xf5f2e305461e542deabb6d78487de6bf255f015d,0x0541036f6dfb13dfe6698d781e74f4a4a0a1e317,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x80d8db0f54040954069582f2b0ef4e68199d0737,1.15,True,False,True,RUG,-86.71
18000272,0x5ce5d3681dd79c18f7d513097afbec4d2931e67b,0x71fcefec92d7a656a66ee9da735a273ea5678075,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x54fac6442e294b6229460467ad042b3263d991b1,3.81,False,True,False,RUG,-95.14
18000273,0xb26f6cd78a9a857fc6e6c3c899df4fe2eb245287,0xba6679ed3154772e93f28b76bd35c7817f6f8e18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x68cede291a3089960835dd552ec3fdc730b951ee,77.04,True,False,False,SAFE,24.43
18000274,0x45246633494bd607a10956143e217a65a67c03c5,0x7a71bc30dd83e0554ccc7947dca0edd04ba271d4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x64bca53bf11fe0846ec4eb104a1d6c826d03f2a7,3.56,False,True,False,RUG,-80.2
18000275,0x6b9d5c95e66aa2261b60442ad1dfba1176a71bf5,0x2500b3e9d618a8c1b1fd3b252af4663a228394d0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x35adf42423b64e820b85c70e20e8bc796996330c,3.09,False,False,True,RUG,-80.04
18000276,0x86891d841b71bf1e28115ac77f6523d5a51a9532,0x16e27ef832b3453eff17f1f9ab609c88faa57914,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xb6e668f3599a090bc5efb85343d5dd240d46d7ae,1.33,False,False,True,RUG,-98.18
18000277,0xa741d21f7c1bc57dab0aac1edbf4c99003fe1bfe,0xd52eff6adae8e57fc934ad0b15fda9e15c761b2e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x9666cced32583b8a4bef38bf841f869f8ab30f64,1.92,False,True,True,RUG,-86.34
18000278,0xfc5fcf4eb610e83df4968613d95b3d55a59ece06,0x061619842fd57a1ed1c437214c100da9a740abca,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4aa81d90fff8ce218f5fd68fb6926ff05535703d,4.76,True,False,True,RUG,-87.2
18000279,0x7a456fd51fb920ad5002e6dd6735c29b51360d45,0x303bdb0971cda0892f4cae54258ab1fb09670bbc,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6966a34861c829d2aec910d377b851628313bca9,3.31,False,False,True,RUG,-96.28
18000280,0xb3c9baed602422a7b72ffc7c18bdb41f9fcc5a92,0x2f848d79f658587203e51fe7e1a400473c4c3c80,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x8d4385906275daa8e9d4ffe38952a541d26eaa5b,38.67,True,False,True,SAFE,37.93
18000281,0xe700b2b320d53f34363a3acc5cd35f8eafc1fe86,0x7c8002596bd5caf2cd47711af8d52648c8d06d21,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xbe962ed79ea1f756ea6ecffedccd6bd54c2c8b9e,1.77,False,False,True,RUG,-84.75
18000282,0x9891f81c8a6329f0c3ff09fc064aa745e0bf34c4,0xdc80f73dd3882654a43cd297891a6f0ecbf74941,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x32e9ad96521d19b28fb3f24fcaa4c688e30a75c3,3.12,False,False,True,RUG,-97.76
18000283,0xb8c4d2dccf147eca6138ea61ad80440943b82984,0xe4cda23caf76c9e8b08400b85077ce19941ef890,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa1138415723567f771d3cef9e996edd1179c7fb9,1.45,True,False,True,RUG,-82.39
18000284,0x4d37bb661dc95578654f8f5d44a6709bd74f6733,0xcb3838a09196b82dec95681a606bb15b59e96dca,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x658dd8998a3df5352921adb7b34b3558451e0d83,3.11,False,True,False,RUG,-83.1
